txn_id,date,amount,currency,description,matched_counterparty,counterparty_id,match_tier,counterparty_default_coa
102472,2024-11-28,22.50,AUD,Direct Credit 507141 Drivemate Drivemate_RJ91Dr75,,,none,
102473,2024-11-28,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RJSXhb1n,,,none,
102474,2024-11-28,-86.51,AUD,THE SQUIRE S LANDING THE ROCKS NSWAU,,,none,
102475,2024-11-28,-393.96,AUD,Hickson Distilling Co Dawes Point AU,,,none,
102476,2024-11-28,-132.26,AUD,The Baxter Inn Sydney AU,,,none,
102477,2024-11-28,-83.43,AUD,The Baxter Inn Sydney AU,,,none,
102478,2024-11-29,-8.87,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 28/11/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102479,2024-11-29,-19.66,AUD,UBER* TRIP SYDNEY AU Card xx9039 Value Date: 27/11/2024,UBER *TRIP,329,L1/L2,6400
102480,2024-11-29,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 27/11/2024,,,none,
102481,2024-11-29,-150.01,AUD,REPUBLIC HOTEL SYDNEY AU Card xx9039 Value Date: 27/11/2024,,,none,
102482,2024-11-29,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102483,2024-11-29,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102484,2024-11-29,-5.05,AUD,TH INVESTMENTS REPUBL Sydney AU Card xx9039 Value Date: 27/11/2024,HH Investments,543,L1/L2,6300
102485,2024-11-29,-2000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102486,2024-11-29,18.75,AUD,Direct Credit 507141 Drivemate Drivemate_RJWGnakk,,,none,
102487,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWGQyLW,,,none,
102488,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWGweMX,,,none,
102489,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWG3wQW,,,none,
102490,2024-11-29,1.00,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.51.2286.9523 29 Nov Direct Credit 507141 Drivemate Drivemate_RJWEsm9Z,,,none,
102491,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWGrMiu,,,none,
102492,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWG1zq4,,,none,
102493,2024-11-29,5.25,AUD,Direct Credit 507141 Drivemate Drivemate_RJWEaE73,,,none,
102494,2024-11-29,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJWGTWcr,,,none,
102495,2024-11-29,25000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-ogooRcHa,,,none,
102496,2024-11-29,-25000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Misc,,,none,
102497,2024-11-29,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RJrm6s8w,,,none,
102498,2024-11-29,-75.00,AUD,Transfer to xx3529 CommBank app,,,none,
102499,2024-11-30,-8.87,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 29/11/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102500,2024-11-30,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102501,2024-11-30,-10.25,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102502,2024-11-30,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102503,2024-11-30,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 28/11/2024,,,none,
102504,2024-11-30,-74.10,AUD,UNIVERSAL PALACE PTY L HAYMARKET AU Card xx9039 Value Date: 26/11/2024,,,none,
102505,2024-11-30,-273.39,AUD,"NOTION LABS, INC. HTTPSWWW.NOTI CA US Card xx9039 USD 176.58 Value Date: 28/11/2024",NOTION LABS,312,L1/L2,6701
102506,2024-11-30,-9.57,AUD,International Transaction Fee Value Date: 28/11/2024,,,none,
102507,2024-12-01,-63.00,AUD,HEINEMANN DUTY FREE Mascot AU,,,none,
102508,2024-12-01,-16.90,AUD,Sushia (Sydney Intl) Sydney InternAU,,,none,
102509,2024-12-02,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RJ4g4ZKW,,,none,
102510,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJTFu9f7,,,none,
102511,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJtStskx,,,none,
102512,2024-12-02,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RJRVZnmt,,,none,
102513,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJtSJJML,,,none,
102514,2024-12-02,15.00,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.51.2286.9523 02 Dec Direct Credit 507141 Drivemate Drivemate_RJGhShAv,,,none,
102515,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJGhNWYS,,,none,
102516,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJGhNp8L,,,none,
102517,2024-12-02,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RJtT1W4P,,,none,
102518,2024-12-02,20000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-BwsMnIwX,,,none,
102519,2024-12-02,-15000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102520,2024-12-02,41.25,AUD,Direct Credit 507141 Drivemate Drivemate_RJz2RXZm,,,none,
102521,2024-12-03,-21.54,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 02/12/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102522,2024-12-03,-7.30,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 30/11/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102523,2024-12-03,50.00,AUD,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/11/2024,,,none,
102524,2024-12-03,19.47,AUD,Return DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/11/2024,,,none,
102525,2024-12-03,-12.07,AUD,DiDiMobility Sydney AU Card xx9039 Value Date: 30/11/2024,Didi Mobility,385,L1/L2,6400
102526,2024-12-03,-39.92,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/11/2024,,,none,
102527,2024-12-03,-115.54,AUD,CIRCLECI.COM HTTPSCIRCLECI CA US Card xx9039 USD 75.00 Value Date: 30/11/2024,CIRCLECI.COM,315,L1/L2,6701
102528,2024-12-03,-4.04,AUD,International Transaction Fee Value Date: 30/11/2024,,,none,
102529,2024-12-03,-28.50,AUD,UBER* TRIP SYDNEY AU Card xx9039 Value Date: 29/11/2024,UBER *TRIP,329,L1/L2,6400
102530,2024-12-03,-19.12,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/11/2024,,,none,
102531,2024-12-03,-19.12,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/11/2024,,,none,
102532,2024-12-03,-19.47,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 29/11/2024,,,none,
102533,2024-12-03,-19.47,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/11/2024,,,none,
102534,2024-12-03,-29.37,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.61.3286.9523 03 Dec DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 30/11/20,,,none,
102535,2024-12-03,-825.95,AUD,JETSTAR AI SP7CFQ WWW.JETSTAR.C AU Card xx9039 Value Date: 28/11/2024,Jetstar,407,L1/L2,6400
102536,2024-12-03,41.25,AUD,Direct Credit 507141 Drivemate Drivemate_RKKNttct,,,none,
102537,2024-12-04,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/12/2024,,,none,
102538,2024-12-04,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/12/2024,,,none,
102539,2024-12-04,-24.25,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/12/2024,,,none,
102540,2024-12-04,-32.80,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/12/2024,,,none,
102541,2024-12-04,-30.75,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 02/12/2024,,,none,
102542,2024-12-04,-19.12,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/2024,,,none,
102543,2024-12-04,-6.39,AUD,CAMPOS MASCOT AU Card xx9039 Value Date: 01/12/2024,,,none,
102544,2024-12-04,-2.63,AUD,CEBU AIR INC PASAY CITY PH Card xx9039 PHP 100.00 Value Date: 01/12/2024,,,none,
102545,2024-12-04,-0.09,AUD,International Transaction Fee Value Date: 01/12/2024,,,none,
102546,2024-12-04,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RKPMcx7F,,,none,
102547,2024-12-04,30.00,AUD,Direct Credit 507141 Drivemate Drivemate_RKaCtqp6,,,none,
102548,2024-12-04,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RKaYrnBD,,,none,
102549,2024-12-04,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RKaCxD1v,,,none,
102550,2024-12-04,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RKXBbZgD,,,none,
102551,2024-12-04,20000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-a5aDLlTr,,,none,
102552,2024-12-04,-20000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102553,2024-12-05,-31.55,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/2024,,,none,
102554,2024-12-05,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/2024,,,none,
102555,2024-12-05,-37.60,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.61.3286.9523 05 Dec DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/20,,,none,
102556,2024-12-05,-39.29,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/2024,,,none,
102557,2024-12-05,-29.12,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 03/12/2024,,,none,
102558,2024-12-05,-11.09,AUD,DiDiMobility Sydney AU Card xx9039 Value Date: 02/12/2024,Didi Mobility,385,L1/L2,6400
102559,2024-12-05,-4.60,AUD,STARBUCKS 543 CYBRSCP PASIG PH Card xx9039 PHP 175.00 Value Date: 02/12/2024,STARBUCKS,450,L1/L2,6401
102560,2024-12-05,-0.16,AUD,International Transaction Fee Value Date: 02/12/2024,,,none,
102561,2024-12-05,-243.28,AUD,SAVEMORE-XENTRO MALL A RIZAL PH Card xx9039 PHP 9257.15 Value Date: 02/12/2024,,,none,
102562,2024-12-05,-8.51,AUD,International Transaction Fee Value Date: 02/12/2024,,,none,
102563,2024-12-05,-61.50,AUD,GO HOTELS ORTIGAS PASIG PH Card xx9039 PHP 2340.00 Value Date: 02/12/2024,,,none,
102564,2024-12-05,-2.15,AUD,International Transaction Fee Value Date: 01/12/2024,,,none,
102565,2024-12-05,4.99,AUD,Direct Credit 507141 Drivemate Drivemate_RKmc2RSL,,,none,
102566,2024-12-05,3.75,AUD,Direct Credit 507141 Drivemate Drivemate_RL1EfKW7,,,none,
102567,2024-12-05,4.99,AUD,Direct Credit 507141 Drivemate Drivemate_RKmaqdLk,,,none,
102568,2024-12-05,51.75,AUD,Direct Credit 507141 Drivemate Drivemate_RL1chk33,,,none,
102569,2024-12-05,5.25,AUD,Direct Credit 507141 Drivemate Drivemate_RKmcgrD7,,,none,
102570,2024-12-05,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL1M89Tv,,,none,
102571,2024-12-05,4.99,AUD,Direct Credit 507141 Drivemate Drivemate_RKmc3DyT,,,none,
102572,2024-12-05,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL1PKRDm,,,none,
102573,2024-12-05,14.16,AUD,Direct Credit 507141 Drivemate Drivemate_RKmbHgd8,,,none,
102574,2024-12-05,4.50,AUD,Direct Credit 507141 Drivemate Drivemate_RL1chW5w,,,none,
102575,2024-12-05,41.25,AUD,Direct Credit 507141 Drivemate Drivemate_RL1QGWF7,,,none,
102576,2024-12-05,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RL1pj7v6,,,none,
102577,2024-12-05,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RKrfYhgW,,,none,
102578,2024-12-05,51.75,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.71.4286.9523 05 Dec Direct Credit 507141 Drivemate Drivemate_RL1c1xXd,,,none,
102579,2024-12-05,50000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-b6AgNTL9,,,none,
102580,2024-12-05,-25000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102581,2024-12-05,8000.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL9D7JFA,,,none,
102582,2024-12-06,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102583,2024-12-06,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102584,2024-12-06,-10.17,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102585,2024-12-06,-35.57,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102586,2024-12-06,-29.12,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102587,2024-12-06,-7.47,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102588,2024-12-06,-37.10,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102589,2024-12-06,-27.43,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 04/12/2024,,,none,
102590,2024-12-06,-10.06,AUD,STARBUCKS 292 RESORTS PASAY PH Card xx9039 PHP 380.00 Value Date: 03/12/2024,STARBUCKS,450,L1/L2,6401
102591,2024-12-06,-0.35,AUD,International Transaction Fee Value Date: 03/12/2024,,,none,
102592,2024-12-06,-68.39,AUD,CAFE MARY GRACE NEWPOR PASAY PH Card xx9039 PHP 2583.77 Value Date: 03/12/2024,,,none,
102593,2024-12-06,-2.39,AUD,International Transaction Fee Value Date: 03/12/2024,,,none,
102594,2024-12-06,-34.09,AUD,CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA Card xx9039 USD 22.00 Value Date: 04/12/2024,ANTHROPIC,335,L1/L2,6701
102595,2024-12-06,-1.19,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102596,2024-12-06,4.99,AUD,Direct Credit 507141 Drivemate Drivemate_RL8q9aJN,,,none,
102597,2024-12-06,13.25,AUD,Direct Credit 507141 Drivemate Drivemate_RL8qQooT,,,none,
102598,2024-12-06,6.99,AUD,Direct Credit 507141 Drivemate Drivemate_RLNmz1q9,,,none,
102599,2024-12-06,15.00,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.71.4286.9523 06 Dec Direct Credit 507141 Drivemate Drivemate_RL9JY6jC,,,none,
102600,2024-12-06,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL8qC6fJ,,,none,
102601,2024-12-06,7.50,AUD,Direct Credit 507141 Drivemate Drivemate_RLKt7bvt,,,none,
102602,2024-12-06,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL8qoWCE,,,none,
102603,2024-12-06,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL8qAGie,,,none,
102604,2024-12-06,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RL8q5euX,,,none,
102605,2024-12-06,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RLT8Ydwt,,,none,
102606,2024-12-07,-25.40,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102607,2024-12-07,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102608,2024-12-07,-10.71,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102609,2024-12-07,-57.94,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102610,2024-12-07,-18.28,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102611,2024-12-07,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102612,2024-12-07,-30.61,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102613,2024-12-07,-9.15,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102614,2024-12-07,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102615,2024-12-07,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 05/12/2024,,,none,
102616,2024-12-07,-18.28,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102617,2024-12-07,-40.00,AUD,Intuit Quickbooks Sydney AU Card xx9039 Value Date: 05/12/2024,Intuit Quickbooks Sydney AU,302,L1/L2,6701
102618,2024-12-07,-3.18,AUD,BRIDGE CAFE NAIA PASAY CITY PH Card xx9039 PHP 120.00 Value Date: 03/12/2024,,,none,
102619,2024-12-07,-0.11,AUD,International Transaction Fee Value Date: 03/12/2024,,,none,
102620,2024-12-07,-323.96,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.81.5286.9523 07 Dec SANTA GRAND SINGAPORE SG Card xx9039 SGD 281.29 Value Da,,,none,
102621,2024-12-07,-11.34,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102622,2024-12-07,-17.71,AUD,COMFORT/CITYCAB TAXI Singapore SG Card xx9039 SGD 15.37 Value Date: 04/12/2024,Comfort City Cab,518,L3,6012
102623,2024-12-07,-0.62,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102624,2024-12-07,-13.59,AUD,FIVE GUYS SINGAPORE SG Card xx9039 SGD 11.80 Value Date: 05/12/2024,,,none,
102625,2024-12-07,-0.48,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102626,2024-12-07,-34.91,AUD,FIVE GUYS SINGAPORE SG Card xx9039 SGD 30.30 Value Date: 04/12/2024,,,none,
102627,2024-12-07,-1.22,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102628,2024-12-08,-699.00,AUD,Transfer to xx3529 CommBank app,,,none,
102629,2024-12-09,259.00,AUD,Fast Transfer From MISS BIANCA DAVITKOVA Payment 35 CAR RENTAL,,,none,
102630,2024-12-09,259.00,AUD,Fast Transfer From MISS BIANCA DAVITKOVA Payment 36 CAR RENTAL,,,none,
102631,2024-12-09,259.00,AUD,Fast Transfer From MISS BIANCA DAVITKOVA Payment 37 CAR RENTAL,,,none,
102632,2024-12-09,-8189.97,AUD,Transfer To Benjamin Gotto Smith NetBank 2024dm07,Benjamin Gotto Smith,495,L1/L2,6000
102633,2024-12-09,7.50,AUD,Direct Credit 507141 Drivemate Drivemate_RLtHbXiR,,,none,
102634,2024-12-09,109.46,AUD,Direct Credit 507141 Drivemate Drivemate_RLW3RWPo,,,none,
102635,2024-12-09,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RLhcqK4i,,,none,
102636,2024-12-09,15.00,AUD,Direct Credit 507141 Drivemate Drivemate_RLW22yaP,,,none,
102637,2024-12-09,2.61,AUD,Direct Credit 507141 Drivemate Drivemate_RLtH62EK,,,none,
102638,2024-12-09,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RM26JSdh,,,none,
102639,2024-12-09,5.46,AUD,Direct Credit 507141 Drivemate Drivemate_RLu6wE2G,,,none,
102640,2024-12-09,-10000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102641,2024-12-09,41.25,AUD,Direct Credit 507141 Drivemate Drivemate_RMcj8Kng,,,none,
102642,2024-12-10,-21.54,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 07/12/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102643,2024-12-10,-35.38,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.81.5286.9523 10 Dec DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 08/12/20,,,none,
102644,2024-12-10,-4.53,AUD,BUS/MRT 547355385 SINGAPORE SG Card xx9039 SGD 3.90 Value Date: 05/12/2024,,,none,
102645,2024-12-10,-0.16,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102646,2024-12-10,-38.62,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 07/12/2024,,,none,
102647,2024-12-10,-1.02,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 07/12/2024,,,none,
102648,2024-12-10,-2.03,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 07/12/2024,,,none,
102649,2024-12-10,-38.62,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 07/12/2024,,,none,
102650,2024-12-10,-6.86,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 07/12/2024,,,none,
102651,2024-12-10,-8.82,AUD,STARBUCKS@T1 TRANSIT(N1) SINGAPORE SG Card xx9039 SGD 7.60 Value Date: 06/12/2024,STARBUCKS,450,L1/L2,6401
102652,2024-12-10,-0.31,AUD,International Transaction Fee Value Date: 06/12/2024,,,none,
102653,2024-12-10,-4.05,AUD,7-ELEVEN - T1 #02-75 SINGAPORE SG Card xx9039 SGD 3.49 Value Date: 06/12/2024,,,none,
102654,2024-12-10,-0.14,AUD,International Transaction Fee Value Date: 06/12/2024,,,none,
102655,2024-12-10,-10.45,AUD,SCOOT CAFE_SATS APS SINGAPORE SG Card xx9039 SGD 9.00 Value Date: 07/12/2024,SCOOT,439,L1/L2,6400
102656,2024-12-10,-0.37,AUD,International Transaction Fee Value Date: 06/12/2024,,,none,
102657,2024-12-10,-12.43,AUD,OMNITAS.DEV STOCKHOLM SE Card xx9039 USD 7.98 Value Date: 07/12/2024,OMNITAS.DEV,314,L1/L2,6701
102658,2024-12-10,-0.44,AUD,International Transaction Fee Value Date: 06/12/2024,,,none,
102659,2024-12-10,-14.11,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102660,2024-12-10,-38.62,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102661,2024-12-10,-6.10,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102662,2024-12-10,-29.47,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102663,2024-12-10,-37.60,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.91.6286.9523 10 Dec DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/20,,,none,
102664,2024-12-10,-3.05,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 06/12/2024,,,none,
102665,2024-12-10,-9.60,AUD,Da Paolo Gastronomia Sing Singapore SG Card xx9039 SGD 8.27 Value Date: 05/12/2024,,,none,
102666,2024-12-10,-0.34,AUD,International Transaction Fee Value Date: 05/12/2024,,,none,
102667,2024-12-10,-3.48,AUD,7-ELEVEN -CHINA SQ SINGAPORE SG Card xx9039 SGD 3.00 Value Date: 05/12/2024,,,none,
102668,2024-12-10,-0.12,AUD,International Transaction Fee Value Date: 05/12/2024,,,none,
102669,2024-12-10,-5.92,AUD,BREADTALK@CHINATOWN POINT SINGAPORE SG Card xx9039 SGD 5.10 Value Date: 05/12/2024,,,none,
102670,2024-12-10,-0.21,AUD,International Transaction Fee Value Date: 05/12/2024,,,none,
102671,2024-12-10,-75.98,AUD,WINE CONNECTION-CAPITAL S SINGAPORE SG Card xx9039 SGD 65.95 Value Date: 04/12/2024,,,none,
102672,2024-12-10,-2.66,AUD,International Transaction Fee Value Date: 04/12/2024,,,none,
102673,2024-12-10,-1426.11,AUD,KING AND THE PAWN SINGAPORE 188 SG Card xx9039 SGD 1228.98 Value Date: 06/12/2024,King and the Pawn Pte. Ltd.,731,L3,
102674,2024-12-10,-49.91,AUD,International Transaction Fee Value Date: 05/12/2024,,,none,
102675,2024-12-10,41.25,AUD,Direct Credit 507141 Drivemate Drivemate_RN1RZqAK,,,none,
102676,2024-12-10,-17000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102677,2024-12-10,-95.00,AUD,Direct Debit 344508 AUSSIE BROADBAND 12395379CN8202541,Aussie Broadband,493,L1/L2,6700
102678,2024-12-11,-8.87,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 10/12/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102679,2024-12-11,-37.60,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,,,none,
102680,2024-12-11,-27.43,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,,,none,
102681,2024-12-11,-13.32,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/2024,,,none,
102682,2024-12-11,-18.28,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,,,none,
102683,2024-12-11,-13.55,AUD,73.00.60V O.563D.100S.3R.LS 3030 3R852ZZ 52.91.6286.9523 11 Dec DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 09/12/20,,,none,
102684,2024-12-11,-1.01,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,,,none,
102685,2024-12-11,4.50,AUD,Direct Credit 507141 Drivemate Drivemate_RN1w3oEb,,,none,
102686,2024-12-11,7.21,AUD,Direct Credit 507141 Drivemate Drivemate_RN1xZ598,,,none,
102687,2024-12-11,30.00,AUD,Direct Credit 507141 Drivemate Drivemate_RN1whdys,,,none,
102688,2024-12-11,0.52,AUD,Direct Credit 507141 Drivemate Drivemate_RN1xpbDM,,,none,
102689,2024-12-11,10000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-bthrA9PF,,,none,
102690,2024-12-11,5000.00,AUD,Direct Credit 158824 DRIVEMATE DRIVEMATE-YeKqqKfj,,,none,
102691,2024-12-11,31.50,AUD,Direct Credit 507141 Drivemate Drivemate_RNLJUQuH,,,none,
102692,2024-12-11,7.50,AUD,Direct Credit 507141 Drivemate Drivemate_RNJnJJE8,,,none,
102693,2024-12-11,-9000.00,AUD,Transfer To Wise Australia Pty Ltd PayID Email from CommBank App Wise,,,none,
102694,2024-12-12,-9.42,AUD,TRANSPORTFORNSW TAP SYDNEY AU Card xx9039 Value Date: 11/12/2024,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
102695,2024-12-12,550.00,AUD,Return Ace Hotel Sydney Sydney AU Card xx9039 Value Date: 27/08/2024,ACE,28,L1/L2,6500
102696,2024-12-12,-13.32,AUD,DRIVE MATE MELBOURNE AU Card xx9039 Value Date: 10/12/2024,,,none,
